nomor,word,frekuensi,ln
92,awas,8,-7.594 
93,sms,5,-7.999 
94,kgk,6,-7.845 
95,bli,4,-8.182 
96,palu,4,-8.182 
97,kreatif,4,-8.182 
98,ngambil,11,-7.306 
99,black,4,-8.182 
100,gedung,4,-8.182 
101,gp,3,-8.405 
102,capek,5,-7.999 
103,idung,3,-8.405 
104,muji,4,-8.182 
105,nike,9,-7.488 
106,muluu,4,-8.182 
107,mngkn,3,-8.405 
108,jaket,5,-7.999 
109,homerun,5,-7.999 
110,bayang,6,-7.845 
111,serius,3,-8.405 
112,bgini,3,-8.405 
113,suara,34,-6.236 
114,body,10,-7.393 
115,sgt,5,-7.999 
116,bangkok,5,-7.999 
117,nikmat,4,-8.182 
118,mood,3,-8.405 
119,jumat,5,-7.999 
120,gerak,6,-7.845 
121,potong,11,-7.306 
122,canda,9,-7.488 
123,datang,6,-7.845 
124,jgn,28,-6.424 
125,icha,76,-5.447 
126,lepas,12,-7.226 
127,wir,3,-8.405 
128,cuci,6,-7.845 
129,cut,4,-8.182 
130,semangat,6,-7.845 
131,ribu,10,-7.393 
132,kota,3,-8.405 
133,antem,5,-7.999 
134,kayak,118,-5.012 
135,vlognya,12,-7.226 
136,kotor,9,-7.488 
137,basket,3,-8.405 
138,bolak,5,-7.999 
139,bgs,3,-8.405 
140,jelas,48,-5.899 
141,wilo,8,-7.594 
142,diem,10,-7.393 
143,kawan,3,-8.405 
144,bryan,10,-7.393 
145,ngejek,3,-8.405 
146,stand,4,-8.182 
147,maap,3,-8.405 
148,nginjek,4,-8.182 
149,shootnya,3,-8.405 
150,bs,5,-7.999 
151,bnget,8,-7.594 
152,indah,5,-7.999 
153,cwek,6,-7.845 
154,garuk,9,-7.488 
155,eek,3,-8.405 
156,payah,6,-7.845 
157,akhirat,5,-7.999 
158,bkin,3,-8.405 
159,amin,3,-8.405 
160,muter,3,-8.405 
161,perut,8,-7.594 
162,milik,3,-8.405 
163,buram,4,-8.182 
164,tampil,5,-7.999 
165,kasih,31,-6.325 
166,istri,59,-5.697 
167,sehat,4,-8.182 
168,dislike,8,-7.594 
169,eror,3,-8.405 
170,suami,11,-7.306 
171,stelah,3,-8.405 
172,komen,18,-6.847 
173,cara,18,-6.847 
174,oplas,4,-8.182 
175,cilik,3,-8.405 
176,challenge,5,-7.999 
177,minyak,3,-8.405 
178,ngabisin,3,-8.405 
179,bayangin,5,-7.999 
180,aduhh,4,-8.182 
181,pikir,11,-7.306 
182,pantesan,7,-7.711 
183,hmm,4,-8.182 
184,fantasi,3,-8.405 
185,heran,5,-7.999 
186,hahahahaha,5,-7.999 
187,pngen,3,-8.405 
188,lebai,4,-8.182 
189,tante,6,-7.845 
190,marah,21,-6.700 
191,banci,9,-7.488 
192,cma,6,-7.845 
193,adidas,3,-8.405 
194,umbar,8,-7.594 
195,tua,32,-6.294 
196,pengantin,6,-7.845 
197,married,3,-8.405 
198,murah,16,-6.958 
199,settingan,6,-7.845 
200,iqbal,4,-8.182 
201,ngurusin,5,-7.999 
202,jahil,10,-7.393 
203,kaga,27,-6.459 
204,claustrophobia,5,-7.999 
205,jijik,54,-5.784 
206,padang,3,-8.405 
207,cameraman,3,-8.405 
208,razer,3,-8.405 
209,najis,30,-6.357 
210,gapernah,3,-8.405 
211,baterai,3,-8.405 
212,fidio,3,-8.405 
213,jatuh,5,-7.999 
214,jt,77,-5.434 
215,ngerokok,10,-7.393 
216,jaga,3,-8.405 
217,guis,3,-8.405 
218,ahok,4,-8.182 
219,ccok,3,-8.405 
220,bapa,6,-7.845 
221,informasi,3,-8.405 
222,tambah,32,-6.294 
223,usaha,3,-8.405 
224,commentnya,3,-8.405 
225,squishy,12,-7.226 
226,kunci,3,-8.405 
227,pdhal,4,-8.182 
228,masuk,37,-6.153 
229,sedih,11,-7.306 
230,maju,9,-7.488 
231,tingkat,4,-8.182 
232,jam,4,-8.182 
233,cb,3,-8.405 
234,ketawa,31,-6.325 
235,orgtua,3,-8.405 
236,kartu,5,-7.999 
237,sakit,13,-7.152 
238,beha,3,-8.405 
239,dnger,3,-8.405 
240,ngiri,14,-7.083 
241,tokai,3,-8.405 
242,takut,35,-6.207 
243,liat,195,-4.513 
244,bakar,5,-7.999 
245,koh,8,-7.594 
246,siar,3,-8.405 
247,cukup,11,-7.306 
248,temen,20,-6.746 
249,butuh,9,-7.488 
250,ngeliat,18,-6.847 
251,kasar,5,-7.999 
252,ngemis,7,-7.711 
253,memek,3,-8.405 
254,gilaaa,8,-7.594 
255,guaa,3,-8.405 
256,wkwkwkwkwk,8,-7.594 
257,gila,79,-5.409 
258,kangkung,3,-8.405 
259,duluan,7,-7.711 
260,nyesel,8,-7.594 
261,dikerjain,10,-7.393 
262,ea,3,-8.405 
263,pribadi,3,-8.405 
264,barang,10,-7.393 
265,beras,7,-7.711 
266,bohong,21,-6.700 
267,bahasa,9,-7.488 
268,tusuk,4,-8.182 
269,mulu,46,-5.941 
270,ruang,14,-7.083 
271,hewan,7,-7.711 
272,anjayyyy,4,-8.182 
273,ldp,20,-6.746 
274,ngerti,16,-6.958 
275,diet,4,-8.182 
276,beatbox,3,-8.405 
277,bulan,12,-7.226 
278,musik,5,-7.999 
279,panik,4,-8.182 
280,mh,4,-8.182 
281,dibalikin,3,-8.405 
282,dii,3,-8.405 
283,nyaman,8,-7.594 
284,sneakers,5,-7.999 
285,yel,3,-8.405 
