nomor,word,frekuensi,ln
1595,suku,3,-8.804024902413179
1596,mreka,5,-8.398559794305015
1597,put,5,-8.398559794305015
1598,sambal,3,-8.804024902413179
1599,pajang,3,-8.804024902413179
1600,hangat,5,-8.398559794305015
1601,banding,5,-8.398559794305015
1602,pasang,21,-7.0992768101747545
1603,wayang,3,-8.804024902413179
1604,temennya,4,-8.58088135109897
1605,anjirr,7,-8.110877721853234
1606,team,3,-8.804024902413179
1607,manggil,3,-8.804024902413179
1608,alamat,10,-7.7924239907347
1609,dy,3,-8.804024902413179
1610,punyak,3,-8.804024902413179
1611,cinta,58,-6.112781819627351
1612,lapar,3,-8.804024902413179
1613,tebar,3,-8.804024902413179
1614,nyinyir,4,-8.58088135109897
1615,beby,43,-6.406129629614809
1616,kering,7,-8.110877721853234
1617,ikky,3,-8.804024902413179
1618,ngapain,8,-7.993094686196851
1619,muhammad,3,-8.804024902413179
1620,bocah,8,-7.993094686196851
1621,dgn,18,-7.2458802843666295
1622,hitam,23,-7.012265433185124
1623,netizen,3,-8.804024902413179
1624,lbih,5,-8.398559794305015
1625,hahaa,3,-8.804024902413179
1626,jaim,5,-8.398559794305015
1627,perhati,8,-7.993094686196851
1628,mnta,3,-8.804024902413179
1629,rose,14,-7.48226906243086
1630,kluarga,8,-7.993094686196851
1631,hidup,32,-6.69381170206659
1632,sosweet,3,-8.804024902413179
1633,always,5,-8.398559794305015
1634,asli,56,-6.1472679956985194
1635,ikea,7,-8.110877721853234
1636,krudung,3,-8.804024902413179
1637,yh,7,-8.110877721853234
1638,paham,5,-8.398559794305015
1639,maksud,13,-7.551261933917812
1640,alya,3,-8.804024902413179
1641,coment,4,-8.58088135109897
1642,dinyanyiin,6,-8.244409114477756
1643,anggara,4,-8.58088135109897
1644,mamah,12,-7.625369906071533
1645,amira,3,-8.804024902413179
1646,marion,34,-6.634971202043657
1647,kereeen,3,-8.804024902413179
1648,provinsi,4,-8.58088135109897
1649,turun,9,-7.887734170539025
1650,sumpahh,7,-8.110877721853234
1651,baget,7,-8.110877721853234
1652,marah,15,-7.417730541293289
1653,tepat,3,-8.804024902413179
1654,antem,5,-8.398559794305015
1655,nyata,46,-6.340171661823011
1656,nahan,7,-8.110877721853234
1657,wirda,62,-6.047184537141537
1658,pelamin,5,-8.398559794305015
1659,syarief,5,-8.398559794305015
1660,gtuuu,3,-8.804024902413179
1661,couple,8,-7.993094686196851
1662,tirus,3,-8.804024902413179
1663,cuman,34,-6.634971202043657
1664,dc,4,-8.58088135109897
1665,kaira,4,-8.58088135109897
1666,pantai,13,-7.551261933917812
1667,kopi,3,-8.804024902413179
1668,gemesin,8,-7.993094686196851
1669,agama,26,-6.894482397528741
1670,kayak,174,-5.025533289609556
1671,tante,7,-8.110877721853234
1672,sepupu,3,-8.804024902413179
