nomor,word,frekuensi,ln
423,tudung,17,-6.635
424,daun,8,-7.328
425,santa,12,-6.960
426,wwkwkwkkk,7,-7.446
427,klow,11,-7.040
428,latar,19,-6.530
429,kalok,5,-7.734
430,doraemon,27,-6.193
431,tbtb,6,-7.579
432,jol,4,-7.916
433,sokk,21,-6.434
434,laperr,17,-6.635
435,akoooo,8,-7.328
436,hatiii,20,-6.481
437,sumo,17,-6.635
438,tlr,21,-6.434
439,haahahahhaha,7,-7.446
440,bokap,5,-7.734
441,dadak,8,-7.328
442,cuuuuk,15,-6.753
443,lex,9,-7.223
444,sesuai,8,-7.328
445,unboxing,12,-6.960
446,photoshop,28,-6.158
447,anjayyyyyy,5,-7.734
448,request,20,-6.481
449,klihatan,6,-7.579
450,kebu,6,-7.579
451,buru,4,-7.916
452,lmes,6,-7.579
453,luckyyyyy,4,-7.916
454,bukanngebelaorang,4,-7.916
455,jgan,4,-7.916
456,bauuuuuuuuu,20,-6.481
457,merdekaaaaaaa,4,-7.916
458,mbknya,4,-7.916
459,mugholadoh,4,-7.916
460,biberr,21,-6.434
461,kemall,8,-7.328
462,ksalahan,6,-7.579
463,terhuraa,9,-7.223
464,adam,4,-7.916
465,pandai,42,-5.764
466,gilakk,29,-6.124
467,dominator,22,-6.390
468,makmur,6,-7.579
469,nasrani,4,-7.916
470,that,7,-7.446
471,telur,13,-6.886
472,susah,4,-7.916
473,sikit,15,-6.753
474,ketawa,8,-7.328
475,aihhhhh,6,-7.579
476,ngejauh,6,-7.579
477,hhehehhe,5,-7.734
478,jafohnya,10,-7.127
479,subscribenya,11,-7.040
480,prili,17,-6.635
481,ekak,4,-7.916
482,house,5,-7.734
483,branded,4,-7.916
484,suka,4,-7.916
485,kamaf,67,-5.306
486,spinner,6,-7.579
487,ngeprank,15,-6.753
488,culik,5,-7.734
489,keep,5,-7.734
490,ytber,32,-6.029
491,inap,7,-7.446
492,sbeenrnya,4,-7.916
493,reskuker,9,-7.223
494,habibie,14,-6.817
495,kkyg,8,-7.328
496,ngomongnga,5,-7.734
497,pede,4,-7.916
498,hoaaxxxx,36,-5.914
499,kyknya,8,-7.328
500,nyuap,5,-7.734
501,hrga,10,-7.127
502,askfm,20,-6.481
503,fangirl,4,-7.916
504,supermarket,4,-7.916
505,muter,4,-7.916
506,berita,4,-7.916
507,ngakaaaaak,5,-7.734
508,kopong,7,-7.446
509,wkwkekek,7,-7.446
510,layar,9,-7.223
511,gilo,5,-7.734
512,andin,24,-6.306
513,safinah,7,-7.446
514,udak,8,-7.328
515,darah,5,-7.734
516,sekli,5,-7.734
517,tai,11,-7.040
518,natasya,39,-5.836
519,korea,14,-6.817
520,rakusss,16,-6.692
521,dompet,23,-6.347
522,nyanyir,4,-7.916
523,kakanya,4,-7.916
524,pilek,23,-6.347
525,kmar,5,-7.734
526,case,22,-6.390
527,ngencengin,7,-7.446
528,drpda,101,-4.900
529,fuckkkk,7,-7.446
530,yad,4,-7.916
531,jgn,7,-7.446
532,tattoo,19,-6.530
533,angin,13,-6.886
534,daniel,13,-6.886
535,bokalnya,5,-7.734
536,ngundang,5,-7.734
537,pissss,5,-7.734
538,sedikittttttttttt,5,-7.734
539,kirain,7,-7.446
540,salting,13,-6.886
541,caviar,60,-5.414
542,yera,40,-5.812
543,naikgrabcar,14,-6.817
544,bandinganya,18,-6.581
545,kagett,5,-7.734
546,deeh,24,-6.306
547,naruh,9,-7.223
548,panas,4,-7.916
549,kuping,8,-7.328
550,alai,6,-7.579
551,vampire,7,-7.446
552,sedekah,4,-7.916
553,ando,4,-7.916
554,makek,5,-7.734
555,lagih,5,-7.734
556,kerennnnnn,4,-7.916
557,gtuhh,16,-6.692
558,grat,9,-7.223
559,kereta,10,-7.127
560,bajing,4,-7.916
561,cbr,34,-5.970
562,orientasi,55,-5.500
563,job,5,-7.734
564,gp,10,-7.127
565,dichannelnya,5,-7.734
566,kabur,8,-7.328
567,wakakaka,7,-7.446
568,iiiyyuuu,16,-6.692
