nomor,word,frekuensi,ln
247,skarang,4,-7.787
248,pulang,10,-6.998
249,time,6,-7.450
250,ifan,5,-7.604
251,happy,12,-6.831
252,acne,4,-7.787
253,budha,5,-7.604
254,nurut,4,-7.787
255,kmna,4,-7.787
256,jalan,56,-5.353
257,leo,8,-7.199
258,gendut,5,-7.604
259,terimakasih,4,-7.787
260,kemaren,7,-7.317
261,mending,13,-6.757
262,baget,5,-7.604
263,terang,5,-7.604
264,amerika,17,-6.506
265,story,7,-7.317
266,alocon,4,-7.787
267,bocah,6,-7.450
268,bantu,27,-6.064
269,pgn,4,-7.787
270,sehat,25,-6.138
271,untung,6,-7.450
272,sejati,5,-7.604
273,ngilangin,18,-6.452
274,beli,85,-4.942
275,puasa,5,-7.604
276,keluarga,10,-6.998
277,purgingnya,4,-7.787
278,warna,21,-6.305
279,chanell,5,-7.604
280,nyata,24,-6.177
281,pandang,7,-7.317
282,gede,13,-6.757
283,vitacid,11,-6.911
284,softlens,6,-7.450
285,puter,5,-7.604
286,klinik,6,-7.450
287,cantiik,4,-7.787
288,nyoba,8,-7.199
289,hakim,37,-5.758
290,support,7,-7.317
291,muda,7,-7.317
292,sweet,15,-6.623
293,hotel,74,-5.079
294,melody,5,-7.604
295,penasaran,5,-7.604
296,market,4,-7.787
297,mandi,7,-7.317
298,panda,55,-5.371
299,super,7,-7.317
300,gulla,6,-7.450
301,opening,5,-7.604
302,cuci,26,-6.100
303,saskia,4,-7.787
304,bicara,4,-7.787
305,wanita,6,-7.450
306,jarang,6,-7.450
307,abang,9,-7.093
308,traveloka,4,-7.787
309,ngevlog,14,-6.688
310,cepet,8,-7.199
311,beliau,4,-7.787
312,persis,9,-7.093
313,malu,6,-7.450
314,kocak,44,-5.589
315,bagusss,5,-7.604
316,google,9,-7.093
317,syifaa,11,-6.911
318,bingung,9,-7.093
319,jogja,7,-7.317
320,mksh,6,-7.450
321,asli,17,-6.506
322,gapernah,4,-7.787
323,ting,41,-5.658
324,nginep,12,-6.831
325,bgtt,8,-7.199
326,sirkus,5,-7.604
327,macaw,11,-6.911
328,kantong,14,-6.688
329,subsback,5,-7.604
330,skrng,10,-6.998
331,challange,4,-7.787
332,nontonnya,6,-7.450
333,flek,6,-7.450
334,samsolesee,4,-7.787
335,wahh,4,-7.787
336,suite,12,-6.831
337,alay,4,-7.787
338,sempet,6,-7.450
339,besar,12,-6.831
340,kren,4,-7.787
